theme|tier|word|hint
general|1|БАНКОВСКАЯ КАРТА|Пластиковый или виртуальный способ оплаты
general|1|НАЛИЧНЫЕ ДЕНЬГИ|Бумажные купюры и металлические монеты
general|1|МЕЛКАЯ СДАЧА|Небольшую сумму возвращают после оплаты
general|1|СОСТАВ ПРОДУКТА|Список ингредиентов напечатан на упаковке
general|1|ИНСТРУКЦИЯ|Объясняет порядок использования или сборки
general|1|СЛУЖБА ПОДДЕРЖКИ|Помогает пользователям решать проблемы
general|1|ОБРАТНАЯ СВЯЗЬ|Отзыв пользователя помогает улучшить услугу
general|1|ЛИЧНЫЕ ДАННЫЕ|Сведения позволяют определить конкретного человека
general|1|ЗАЩИТНЫЙ ПАРОЛЬ|Секретная комбинация закрывает доступ посторонним
general|1|КОД ПОДТВЕРЖДЕНИЯ|Одноразовые цифры проверяют действие пользователя
general|1|ОБНОВЛЕНИЕ СИСТЕМЫ|Новая версия исправляет ошибки устройства
general|1|НАСТРОЙКА ЭКРАНА|Меняет яркость, размер текста или цвета
general|1|ДОМАШНИЙ АДРЕС|Указывает город, улицу и дом проживания
general|1|МЕСТО РОЖДЕНИЯ|Населённый пункт появления человека на свет
general|1|СЕМЕЙНОЕ ПОЛОЖЕНИЕ|Показывает, состоит ли человек в браке
general|1|ВЫХОДНОЙ ДЕНЬ|Время отдыха без обычной работы
general|1|ПРАЗДНИЧНЫЙ ДЕНЬ|Особая дата отмечается отдыхом или торжеством
general|1|ДОМАШНЕЕ ЗАДАНИЕ|Ученик выполняет его после занятий
general|1|КЛАССНАЯ РАБОТА|Учебное упражнение выполняют во время урока
general|1|ШКОЛЬНЫЙ ДНЕВНИК|Ученик записывает уроки и получает оценки
general|1|УЧЕБНОЕ РАСПИСАНИЕ|Таблица показывает порядок занятий
general|1|ИТОГОВАЯ ОЦЕНКА|Результат выставляют за четверть или год
general|1|ВЫПУСКНОЙ ЭКЗАМЕН|Итоговая проверка завершает обучение
general|1|СТУДЕНЧЕСКИЙ БИЛЕТ|Документ подтверждает обучение в вузе
general|1|ЗАЧЕТНАЯ КНИЖКА|Документ хранит результаты обучения в вузе
general|1|ОГЛАВЛЕНИЕ|Список разделов с номерами страниц
film_music|1|ГЛАВНЫЙ ГЕРОЙ|Основной персонаж движет события произведения
film_music|1|СЮЖЕТНАЯ ЛИНИЯ|Последовательность событий связана с одной темой или персонажем
film_music|1|НАЧАЛО ФИЛЬМА|Первые минуты знакомят зрителя с историей
film_music|1|ФИНАЛ ФИЛЬМА|Последние минуты завершают историю
film_music|1|СЦЕНА ПОГОНИ|Персонажи преследуют друг друга на высокой скорости
film_music|1|СЦЕНА БИТВЫ|Персонажи участвуют в крупном сражении
film_music|1|ЛЮБОВНАЯ ЛИНИЯ|Отношения персонажей развиваются на протяжении истории
film_music|1|ЗАСТАВКА ФИЛЬМА|Короткое вступление показывает название и символику
film_music|1|НАЧАЛЬНЫЕ ТИТРЫ|Имена создателей появляются перед основным действием
film_music|1|КОНЕЧНЫЕ ТИТРЫ|Имена создателей идут после завершения истории
film_music|1|ЗВУКОВАЯ ДОРОЖКА|Музыка и шумы сопровождают изображение
film_music|1|МУЗЫКАЛЬНАЯ ТЕМА|Запоминающийся мотив связан с произведением или персонажем
film_music|1|РОЛЬ ВТОРОГО ПЛАНА|Исполнитель играет важного, но не основного персонажа
film_music|1|АКТЕРСКИЙ СОСТАВ|Все исполнители, занятые в одной картине
film_music|1|СЪЕМОЧНАЯ ГРУППА|Команда создаёт картину за камерой
film_music|2|КИНОСЦЕНАРИЙ|Текст описывает события, реплики и будущие кадры
film_music|1|СРЕДНИЙ ПЛАН|Персонаж обычно показан примерно по пояс
film_music|1|ДАЛЬНИЙ ПЛАН|Зритель видит персонажей вместе с большим окружением
film_music|1|СМЕНА КАДРА|Одно изображение уступает место следующему
film_music|2|МОНТАЖНАЯ СКЛЕЙКА|Граница соединяет два соседних изображения
film_music|1|ЧЕРНО-БЕЛЫЙ ФИЛЬМ|Изображение использует оттенки серого без цвета
film_music|1|НЕМОЕ КИНО|Картина обходится без записанных разговоров
film_music|1|НОТНАЯ ГРАМОТА|Система знаков записывает мелодию и ритм
film_music|1|СКРИПИЧНЫЙ КЛЮЧ|Знак в начале стана задаёт высокие звуки
film_music|1|БАСОВЫЙ КЛЮЧ|Знак в начале стана задаёт низкие звуки
film_music|1|ЦЕЛАЯ НОТА|Знак длится четыре обычные доли
film_music|1|ПОЛОВИННАЯ НОТА|Знак длится две обычные доли
film_music|1|ЧЕТВЕРТНАЯ НОТА|Знак обычно занимает одну долю
film_music|1|ВОСЬМАЯ НОТА|Два таких знака помещаются в одну долю
film_music|1|МУЗЫКАЛЬНАЯ ПАУЗА|Знак обозначает участок тишины
film_music|1|ВЫСОТА ЗВУКА|Определяет, насколько тон кажется низким или высоким
film_music|1|ГРОМКОСТЬ ЗВУКА|Определяет силу слышимого тона
film_music|1|МУЗЫКАЛЬНЫЙ РИТМ|Чередование длительностей организует произведение во времени
film_music|1|БЫСТРЫЙ ТЕМП|Произведение исполняют энергично и часто
film_music|1|МЕДЛЕННЫЙ ТЕМП|Произведение исполняют спокойно и неторопливо
film_music|1|МАЖОРНЫЙ ЛАД|Последовательность часто звучит светло и устойчиво
film_music|1|МИНОРНЫЙ ЛАД|Последовательность часто звучит грустно или напряжённо
film_music|1|МУЗЫКАЛЬНАЯ ГАММА|Звуки расположены подряд от низкого к высокому
film_music|1|ХОРОВОЕ ПЕНИЕ|Большая группа исполняет произведение голосами
film_music|1|НАРОДНАЯ ПЕСНЯ|Произведение передаётся между поколениями без одного автора
